	UF	televisao por assinatura	televisao com recepcao de sinal digital de tv abertaa	V02270	rede celular 3G ou 4G	conexao discada	banda larga	rendimento mensal domiciliar per capita
125634	4	3.0	3.0	1	2.0	4.0	4.0	4.0
125635	4	3.0	3.0	0	2.0	4.0	4.0	3.0
125636	4	1.0	1.0	2	4.0	4.0	2.0	5.0
125638	4	3.0	1.0	0	2.0	4.0	2.0	4.0
125639	4	1.0	1.0	4	2.0	4.0	2.0	6.0
125640	4	1.0	1.0	1	2.0	4.0	2.0	6.0
125641	4	1.0	1.0	4	2.0	4.0	2.0	4.0
125642	4	1.0	1.0	3	2.0	4.0	2.0	4.0
125644	4	3.0	1.0	1	2.0	4.0	4.0	4.0
125646	4	3.0	5.0	1	2.0	4.0	2.0	4.0
125647	4	3.0	5.0	0	4.0	4.0	2.0	4.0
125649	4	1.0	1.0	2	2.0	4.0	2.0	6.0
125651	4	1.0	1.0	1	2.0	4.0	2.0	6.0
125652	4	1.0	1.0	2	2.0	4.0	2.0	6.0
125653	4	3.0	3.0	0	4.0	4.0	2.0	3.0
125655	4	1.0	1.0	1	2.0	4.0	2.0	7.0
125656	4	1.0	1.0	1	2.0	4.0	2.0	5.0
125664	4	1.0	1.0	2	2.0	4.0	2.0	4.0
125667	4	3.0	3.0	0	4.0	4.0	2.0	6.0
125670	4	3.0	1.0	2	4.0	4.0	2.0	4.0
125672	4	1.0	3.0	2	4.0	4.0	2.0	3.0
125674	4	3.0	1.0	3	4.0	4.0	2.0	2.0
125675	4	1.0	1.0	2	4.0	4.0	2.0	6.0
125678	4	1.0	1.0	0	4.0	4.0	2.0	5.0
125680	4	3.0	1.0	1	4.0	4.0	2.0	5.0
125681	4	1.0	1.0	0	4.0	4.0	2.0	4.0
125682	4	3.0	1.0	1	4.0	4.0	2.0	3.0
125683	4	1.0	1.0	1	2.0	4.0	2.0	4.0
125686	4	1.0	3.0	0	2.0	4.0	4.0	2.0
125687	4	3.0	1.0	1	2.0	4.0	4.0	3.0
125689	4	3.0	3.0	0	2.0	4.0	4.0	4.0
125690	4	1.0	1.0	2	4.0	4.0	2.0	3.0
125691	4	3.0	1.0	1	2.0	4.0	2.0	4.0
125692	4	3.0	1.0	1	4.0	4.0	2.0	4.0
125693	4	1.0	3.0	0	4.0	4.0	2.0	4.0
125694	4	3.0	3.0	0	4.0	4.0	2.0	3.0
125695	4	3.0	3.0	0	4.0	4.0	2.0	4.0
125696	4	3.0	1.0	1	4.0	4.0	2.0	3.0
125697	4	1.0	1.0	1	4.0	4.0	2.0	4.0
125698	4	3.0	1.0	1	2.0	4.0	4.0	5.0
125700	4	1.0	1.0	2	4.0	4.0	2.0	6.0
125701	4	3.0	1.0	1	4.0	2.0	4.0	4.0
125703	4	3.0	1.0	1	2.0	4.0	2.0	3.0
125705	4	1.0	1.0	1	2.0	4.0	2.0	4.0
125706	4	1.0	1.0	1	2.0	4.0	4.0	4.0
125707	4	3.0	5.0	1	2.0	4.0	4.0	1.0
125709	4	3.0	1.0	1	4.0	4.0	2.0	1.0
125710	4	3.0	1.0	3	4.0	4.0	2.0	3.0
125713	4	3.0	1.0	1	2.0	4.0	2.0	4.0
125715	4	3.0	1.0	1	2.0	4.0	4.0	4.0
125717	4	1.0	5.0	0	4.0	4.0	2.0	3.0
125718	4	3.0	1.0	1	4.0	4.0	2.0	2.0
125719	4	3.0	1.0	1	2.0	4.0	2.0	2.0
125720	4	3.0	1.0	1	4.0	4.0	2.0	3.0
125722	4	1.0	1.0	3	4.0	4.0	2.0	7.0
125724	4	3.0	3.0	1	2.0	4.0	4.0	3.0
125726	4	1.0	1.0	2	2.0	4.0	2.0	99.0
125727	4	1.0	1.0	2	2.0	4.0	4.0	2.0
125732	4	3.0	1.0	1	4.0	4.0	2.0	4.0
125738	4	1.0	1.0	1	2.0	4.0	2.0	6.0
125739	4	1.0	5.0	2	4.0	4.0	2.0	5.0
125740	4	1.0	3.0	1	4.0	4.0	2.0	6.0
125741	4	1.0	1.0	2	4.0	4.0	2.0	4.0
125742	4	1.0	1.0	1	4.0	4.0	2.0	3.0
125743	4	1.0	1.0	1	2.0	4.0	2.0	4.0
125744	4	1.0	1.0	1	2.0	4.0	2.0	5.0
125746	4	1.0	3.0	2	2.0	4.0	2.0	3.0
125747	4	3.0	3.0	2	4.0	4.0	2.0	7.0
125750	4	3.0	3.0	0	2.0	4.0	4.0	4.0
125751	4	3.0	3.0	0	4.0	4.0	2.0	3.0
125757	4	1.0	3.0	0	2.0	4.0	4.0	3.0
125758	4	3.0	5.0	0	4.0	4.0	2.0	5.0
125759	4	3.0	3.0	0	4.0	4.0	2.0	3.0
125760	4	1.0	3.0	0	4.0	4.0	2.0	7.0
125762	4	1.0	1.0	2	2.0	4.0	2.0	7.0
125764	4	1.0	1.0	1	2.0	4.0	2.0	5.0
125766	4	3.0	3.0	0	2.0	4.0	2.0	5.0
125767	4	3.0	1.0	1	2.0	4.0	2.0	99.0
125768	4	3.0	1.0	1	2.0	4.0	4.0	2.0
125769	4	3.0	3.0	0	2.0	4.0	4.0	3.0
125770	4	3.0	3.0	0	2.0	4.0	2.0	4.0
125773	4	1.0	1.0	1	2.0	4.0	2.0	5.0
125774	4	3.0	1.0	1	2.0	4.0	2.0	99.0
125775	4	3.0	3.0	0	2.0	4.0	2.0	99.0
125778	4	3.0	1.0	1	2.0	4.0	2.0	3.0
125780	4	3.0	3.0	0	2.0	4.0	4.0	2.0
125781	4	1.0	1.0	4	2.0	4.0	2.0	7.0
125783	4	3.0	1.0	1	2.0	4.0	4.0	7.0
125784	4	3.0	3.0	0	2.0	4.0	2.0	6.0
125785	4	1.0	1.0	2	2.0	4.0	2.0	7.0
125786	4	3.0	1.0	2	4.0	4.0	2.0	4.0
125788	4	1.0	3.0	0	4.0	4.0	2.0	3.0
125789	4	3.0	3.0	0	2.0	4.0	2.0	6.0
125791	4	3.0	3.0	0	2.0	4.0	4.0	4.0
125793	4	1.0	3.0	0	2.0	4.0	2.0	3.0
125797	4	3.0	3.0	0	2.0	4.0	4.0	5.0
125801	4	3.0	3.0	0	2.0	4.0	4.0	4.0
125804	4	1.0	3.0	0	4.0	4.0	2.0	3.0
125812	4	3.0	3.0	0	2.0	4.0	2.0	3.0
125813	4	3.0	3.0	1	2.0	4.0	4.0	3.0
125814	4	3.0	3.0	0	2.0	4.0	2.0	4.0
125816	4	3.0	3.0	1	4.0	4.0	2.0	4.0
125825	4	3.0	3.0	1	4.0	4.0	2.0	4.0
125826	4	3.0	3.0	2	2.0	4.0	2.0	4.0
125830	4	3.0	3.0	1	4.0	4.0	2.0	4.0
125831	4	3.0	3.0	1	2.0	4.0	4.0	4.0
125833	4	3.0	3.0	0	4.0	4.0	2.0	99.0
125834	4	3.0	3.0	0	4.0	4.0	2.0	4.0
125837	4	3.0	3.0	0	2.0	4.0	4.0	6.0
125839	4	3.0	3.0	1	4.0	4.0	2.0	5.0
125840	4	3.0	3.0	0	2.0	4.0	4.0	4.0
125841	4	3.0	3.0	0	2.0	4.0	4.0	4.0
125844	4	3.0	3.0	0	4.0	4.0	2.0	3.0
125851	4	3.0	3.0	1	2.0	4.0	4.0	5.0
125857	4	3.0	3.0	1	2.0	4.0	4.0	4.0
125860	4	3.0	3.0	0	2.0	4.0	4.0	4.0
125864	4	3.0	3.0	0	2.0	4.0	4.0	3.0
125868	4	3.0	3.0	0	2.0	4.0	2.0	4.0
125888	4	3.0	3.0	0	4.0	4.0	2.0	4.0
125894	4	3.0	3.0	0	2.0	4.0	4.0	3.0
125897	4	1.0	1.0	0	2.0	4.0	2.0	5.0
125899	4	3.0	3.0	0	2.0	4.0	4.0	3.0
125902	4	3.0	3.0	1	4.0	4.0	2.0	4.0
125903	4	3.0	3.0	1	2.0	4.0	2.0	4.0
125905	4	1.0	3.0	1	4.0	4.0	2.0	5.0
125908	4	1.0	3.0	2	4.0	4.0	2.0	6.0
125911	4	1.0	3.0	1	2.0	4.0	2.0	5.0
125912	4	1.0	3.0	1	2.0	4.0	4.0	5.0
125913	4	3.0	5.0	1	2.0	4.0	2.0	5.0
125915	4	1.0	3.0	1	2.0	4.0	4.0	6.0
125917	4	1.0	3.0	1	2.0	4.0	2.0	6.0
125918	4	3.0	3.0	1	2.0	4.0	4.0	4.0
125919	4	1.0	3.0	1	4.0	4.0	2.0	6.0
125921	4	1.0	3.0	3	2.0	4.0	2.0	5.0
125923	4	1.0	3.0	1	4.0	4.0	2.0	5.0
125924	4	3.0	3.0	1	2.0	4.0	4.0	5.0
125927	4	3.0	3.0	1	4.0	4.0	2.0	3.0
125928	4	1.0	3.0	1	4.0	4.0	2.0	4.0
125929	4	1.0	3.0	2	2.0	4.0	4.0	4.0
125931	4	3.0	3.0	1	2.0	4.0	2.0	4.0
125933	4	1.0	3.0	1	2.0	4.0	4.0	2.0
125934	4	1.0	3.0	1	2.0	4.0	2.0	3.0
125935	4	3.0	3.0	0	4.0	4.0	2.0	4.0
125936	4	1.0	1.0	0	4.0	4.0	2.0	4.0
125938	4	1.0	1.0	2	2.0	4.0	4.0	4.0
125940	4	3.0	3.0	1	2.0	4.0	4.0	5.0
125944	4	1.0	3.0	0	2.0	4.0	2.0	5.0
125947	4	3.0	3.0	0	4.0	4.0	2.0	4.0
125948	4	1.0	3.0	0	2.0	4.0	4.0	4.0
125949	4	3.0	3.0	1	4.0	4.0	2.0	5.0
125951	4	3.0	3.0	1	2.0	4.0	4.0	5.0
125962	4	1.0	3.0	1	4.0	2.0	4.0	6.0
125973	4	1.0	3.0	1	2.0	4.0	4.0	4.0
125975	4	1.0	1.0	2	4.0	4.0	2.0	5.0
125986	4	1.0	3.0	0	4.0	4.0	2.0	6.0
125988	4	1.0	1.0	1	2.0	4.0	2.0	6.0
125989	4	1.0	1.0	3	4.0	4.0	2.0	6.0
125991	4	3.0	1.0	1	2.0	4.0	2.0	5.0
125995	4	3.0	3.0	0	2.0	4.0	2.0	4.0
125996	4	3.0	1.0	3	4.0	4.0	2.0	7.0
125997	4	3.0	1.0	2	2.0	4.0	2.0	5.0
125998	4	3.0	1.0	3	2.0	4.0	4.0	4.0
125999	4	3.0	3.0	0	2.0	4.0	4.0	5.0
126000	4	1.0	1.0	1	2.0	4.0	4.0	5.0
126001	4	1.0	1.0	1	2.0	4.0	4.0	3.0
126002	4	1.0	1.0	1	2.0	4.0	2.0	4.0
126003	4	1.0	1.0	3	2.0	4.0	2.0	4.0
126005	4	3.0	1.0	3	2.0	4.0	2.0	5.0
126006	4	3.0	3.0	0	4.0	4.0	2.0	7.0
126007	4	3.0	1.0	1	4.0	4.0	2.0	3.0
126008	4	3.0	1.0	1	4.0	4.0	2.0	4.0
126010	4	1.0	1.0	1	4.0	4.0	2.0	5.0
126013	4	3.0	3.0	0	4.0	4.0	2.0	5.0
126015	4	3.0	1.0	1	2.0	4.0	4.0	6.0
126017	4	3.0	3.0	0	4.0	4.0	2.0	3.0
126018	4	1.0	1.0	2	2.0	4.0	2.0	4.0
126019	4	1.0	1.0	1	4.0	4.0	2.0	4.0
126022	4	1.0	1.0	1	2.0	4.0	2.0	99.0
126024	4	1.0	1.0	1	2.0	4.0	2.0	4.0
126025	4	3.0	1.0	1	2.0	4.0	2.0	4.0
126026	4	1.0	1.0	3	2.0	4.0	2.0	6.0
126029	4	3.0	1.0	1	2.0	4.0	2.0	5.0
126030	4	3.0	1.0	2	4.0	4.0	2.0	7.0
126031	4	1.0	3.0	0	2.0	4.0	2.0	2.0
126033	4	3.0	3.0	2	2.0	4.0	4.0	4.0
126037	4	3.0	3.0	0	2.0	4.0	2.0	3.0
126038	4	1.0	1.0	4	2.0	4.0	2.0	6.0
126040	4	3.0	1.0	2	2.0	4.0	2.0	4.0
126042	4	1.0	1.0	1	4.0	4.0	2.0	3.0
126043	4	1.0	1.0	1	2.0	4.0	4.0	5.0
126044	4	3.0	1.0	1	2.0	4.0	2.0	2.0
126045	4	3.0	3.0	0	2.0	4.0	4.0	5.0
126046	4	1.0	1.0	2	2.0	4.0	2.0	6.0
126047	4	3.0	1.0	1	2.0	4.0	2.0	2.0
126048	4	3.0	3.0	0	2.0	4.0	2.0	4.0
126049	4	3.0	1.0	2	4.0	4.0	2.0	4.0
126050	4	1.0	3.0	0	2.0	4.0	2.0	3.0
126051	4	1.0	3.0	0	2.0	4.0	4.0	5.0
126052	4	3.0	3.0	0	2.0	4.0	2.0	5.0
126053	4	1.0	3.0	2	2.0	4.0	4.0	99.0
126054	4	3.0	3.0	0	2.0	4.0	4.0	4.0
126059	4	3.0	3.0	1	4.0	4.0	2.0	3.0
126060	4	1.0	1.0	3	2.0	4.0	2.0	4.0
126062	4	3.0	1.0	2	4.0	4.0	2.0	4.0
126064	4	3.0	1.0	1	4.0	4.0	2.0	6.0
126065	4	3.0	1.0	1	4.0	4.0	2.0	5.0
126067	4	1.0	1.0	1	4.0	4.0	2.0	6.0
126070	4	1.0	1.0	1	4.0	4.0	2.0	4.0
126071	4	3.0	1.0	3	4.0	4.0	2.0	5.0
126073	4	3.0	1.0	2	4.0	4.0	2.0	1.0
126075	4	3.0	1.0	1	4.0	4.0	2.0	3.0
126077	4	3.0	3.0	0	2.0	4.0	4.0	3.0
126078	4	3.0	1.0	1	2.0	4.0	4.0	2.0
126079	4	3.0	1.0	2	4.0	4.0	2.0	4.0
126081	4	1.0	1.0	2	2.0	4.0	2.0	4.0
126088	4	1.0	1.0	1	4.0	4.0	2.0	5.0
126090	4	1.0	1.0	4	4.0	4.0	2.0	4.0
126091	4	3.0	3.0	0	4.0	4.0	2.0	4.0
126092	4	3.0	1.0	3	2.0	4.0	4.0	6.0
126096	4	3.0	1.0	1	4.0	4.0	2.0	4.0
126097	4	3.0	1.0	1	4.0	4.0	2.0	4.0
126098	4	3.0	3.0	0	4.0	4.0	2.0	5.0
126100	4	1.0	1.0	2	4.0	4.0	2.0	4.0
126101	4	3.0	1.0	1	4.0	4.0	2.0	2.0
126102	4	3.0	1.0	2	2.0	4.0	2.0	2.0
126106	4	3.0	1.0	1	4.0	4.0	2.0	4.0
126107	4	1.0	3.0	1	2.0	2.0	4.0	5.0
126108	4	3.0	3.0	1	2.0	2.0	4.0	3.0
126115	4	3.0	3.0	0	2.0	2.0	4.0	4.0
126120	4	3.0	3.0	1	4.0	4.0	2.0	4.0
126121	4	1.0	3.0	0	4.0	2.0	4.0	3.0
126124	4	1.0	1.0	3	4.0	4.0	2.0	6.0
126126	4	1.0	1.0	2	4.0	4.0	2.0	6.0
126127	4	3.0	1.0	1	2.0	4.0	4.0	4.0
126129	4	3.0	1.0	1	2.0	4.0	4.0	4.0
126138	4	1.0	1.0	2	4.0	4.0	2.0	4.0
126139	4	3.0	3.0	0	2.0	4.0	4.0	2.0
126140	4	1.0	1.0	1	4.0	4.0	2.0	3.0
126141	4	3.0	1.0	1	2.0	4.0	2.0	4.0
126142	4	1.0	3.0	0	4.0	4.0	2.0	4.0
126143	4	3.0	1.0	2	4.0	4.0	2.0	6.0
126144	4	3.0	1.0	1	4.0	4.0	2.0	3.0
126147	4	3.0	1.0	1	4.0	4.0	2.0	4.0
126149	4	3.0	1.0	1	4.0	4.0	2.0	3.0
126150	4	1.0	1.0	0	4.0	4.0	2.0	3.0
126151	4	1.0	1.0	1	4.0	4.0	2.0	2.0
126153	4	1.0	1.0	2	4.0	4.0	2.0	4.0
126154	4	1.0	1.0	2	2.0	4.0	4.0	4.0
126155	4	1.0	1.0	3	4.0	4.0	2.0	4.0
126157	4	3.0	1.0	2	2.0	4.0	4.0	5.0
126159	4	3.0	1.0	2	2.0	4.0	4.0	3.0
126160	4	3.0	1.0	1	4.0	4.0	2.0	4.0
126161	4	3.0	3.0	0	2.0	4.0	2.0	6.0
126162	4	1.0	1.0	2	2.0	4.0	2.0	6.0
126164	4	3.0	1.0	1	4.0	4.0	2.0	5.0
126168	4	1.0	3.0	0	2.0	4.0	2.0	3.0
126170	4	1.0	1.0	3	4.0	4.0	2.0	5.0
126171	4	3.0	1.0	2	4.0	4.0	2.0	3.0
126172	4	3.0	1.0	3	2.0	4.0	2.0	2.0
126173	4	3.0	1.0	1	2.0	4.0	4.0	7.0
126177	4	1.0	1.0	3	2.0	4.0	2.0	5.0
126179	4	1.0	3.0	0	4.0	4.0	2.0	2.0
126185	4	3.0	1.0	1	2.0	4.0	4.0	3.0
126186	4	3.0	3.0	1	4.0	2.0	4.0	4.0
126189	4	1.0	1.0	1	2.0	2.0	4.0	5.0
126191	4	1.0	3.0	1	4.0	2.0	4.0	5.0
126192	4	3.0	3.0	1	4.0	2.0	4.0	5.0
126195	4	3.0	1.0	0	4.0	2.0	4.0	4.0
126196	4	3.0	3.0	1	4.0	2.0	4.0	4.0
126197	4	3.0	1.0	1	4.0	2.0	4.0	0.0
126201	4	3.0	1.0	1	4.0	4.0	2.0	5.0
126202	4	3.0	1.0	2	2.0	4.0	2.0	4.0
126203	4	3.0	1.0	2	2.0	4.0	4.0	4.0
126204	4	3.0	3.0	0	2.0	4.0	4.0	5.0
126205	4	1.0	1.0	1	2.0	4.0	2.0	3.0
126206	4	1.0	1.0	1	2.0	4.0	2.0	4.0
126207	4	3.0	1.0	3	2.0	4.0	2.0	4.0
126210	4	1.0	1.0	2	2.0	4.0	2.0	3.0
126211	4	3.0	1.0	2	4.0	4.0	2.0	3.0
126213	4	1.0	1.0	3	2.0	4.0	4.0	5.0
126215	4	3.0	3.0	0	2.0	4.0	4.0	4.0
126216	4	1.0	1.0	1	4.0	4.0	2.0	4.0
126218	4	3.0	1.0	1	2.0	2.0	4.0	0.0
126220	4	3.0	3.0	1	4.0	2.0	4.0	3.0
126221	4	3.0	3.0	1	4.0	2.0	4.0	0.0
126222	4	3.0	3.0	0	4.0	2.0	4.0	4.0
126224	4	1.0	1.0	1	4.0	2.0	4.0	3.0
126234	4	1.0	1.0	1	2.0	4.0	4.0	4.0
126236	4	1.0	1.0	1	4.0	4.0	2.0	3.0
126237	4	3.0	3.0	0	4.0	4.0	2.0	4.0
126238	4	1.0	1.0	1	2.0	4.0	4.0	99.0
126241	4	1.0	1.0	3	2.0	4.0	2.0	4.0
126243	4	3.0	1.0	1	2.0	4.0	4.0	5.0
126247	4	3.0	3.0	0	2.0	4.0	4.0	4.0
126248	4	1.0	1.0	1	4.0	4.0	2.0	4.0
126249	4	1.0	1.0	1	4.0	4.0	2.0	6.0
126251	4	1.0	1.0	3	2.0	4.0	2.0	5.0
126252	4	3.0	3.0	0	2.0	4.0	4.0	4.0
126254	4	1.0	1.0	1	2.0	4.0	4.0	4.0
126255	4	1.0	1.0	0	2.0	4.0	2.0	2.0
126256	4	1.0	3.0	0	4.0	4.0	2.0	4.0
126258	4	3.0	1.0	1	4.0	4.0	2.0	3.0
126259	4	3.0	1.0	2	4.0	4.0	2.0	5.0
126262	4	3.0	1.0	1	4.0	4.0	2.0	3.0
126265	4	3.0	1.0	1	2.0	4.0	2.0	4.0
126266	4	1.0	1.0	2	4.0	4.0	2.0	4.0
126267	4	3.0	3.0	0	2.0	4.0	2.0	5.0
126269	4	3.0	3.0	1	2.0	4.0	2.0	2.0
126277	4	1.0	3.0	1	2.0	4.0	4.0	2.0
126279	4	3.0	1.0	1	4.0	4.0	2.0	3.0
126285	4	1.0	1.0	1	2.0	4.0	2.0	6.0
126286	4	3.0	3.0	0	2.0	4.0	4.0	6.0
126287	4	3.0	3.0	0	2.0	4.0	4.0	4.0
126288	4	3.0	3.0	0	4.0	4.0	2.0	4.0
126289	4	1.0	1.0	2	4.0	4.0	2.0	4.0
126290	4	3.0	3.0	0	2.0	4.0	4.0	3.0
126291	4	1.0	1.0	2	2.0	4.0	2.0	6.0
126292	4	3.0	3.0	0	2.0	4.0	4.0	0.0
126293	4	1.0	3.0	0	2.0	4.0	4.0	3.0
126298	4	1.0	1.0	3	2.0	4.0	2.0	3.0
126299	4	1.0	1.0	1	2.0	4.0	2.0	3.0
126300	4	1.0	1.0	1	2.0	4.0	4.0	6.0
126303	4	3.0	3.0	1	4.0	2.0	4.0	3.0
126304	4	3.0	3.0	0	4.0	2.0	4.0	3.0
126314	4	3.0	3.0	0	4.0	2.0	4.0	2.0
126320	4	1.0	1.0	4	2.0	4.0	4.0	5.0
126322	4	1.0	1.0	1	4.0	4.0	2.0	7.0
126327	4	3.0	1.0	1	2.0	4.0	4.0	3.0
126328	4	3.0	1.0	0	4.0	4.0	2.0	4.0
126330	4	1.0	1.0	5	2.0	4.0	4.0	5.0
126331	4	1.0	1.0	1	2.0	4.0	4.0	3.0
126334	4	3.0	3.0	0	2.0	4.0	2.0	4.0
126335	4	1.0	1.0	1	2.0	4.0	4.0	7.0
126336	4	3.0	1.0	1	2.0	4.0	2.0	3.0
126338	4	1.0	1.0	1	2.0	4.0	4.0	3.0
126339	4	1.0	1.0	0	2.0	4.0	2.0	99.0
126340	4	3.0	1.0	1	2.0	4.0	4.0	3.0
126343	4	3.0	3.0	0	2.0	4.0	4.0	2.0
126346	4	3.0	1.0	2	2.0	4.0	4.0	6.0
126348	4	1.0	1.0	1	2.0	4.0	2.0	5.0
126349	4	3.0	1.0	1	2.0	4.0	2.0	4.0
126352	4	1.0	1.0	2	2.0	4.0	2.0	6.0
126354	4	1.0	1.0	3	4.0	4.0	2.0	6.0
126357	4	1.0	1.0	3	2.0	4.0	2.0	4.0
126358	4	1.0	1.0	3	2.0	4.0	2.0	6.0
126362	4	1.0	1.0	1	2.0	4.0	2.0	6.0
126363	4	1.0	1.0	2	4.0	4.0	2.0	4.0
126364	4	1.0	1.0	2	2.0	4.0	2.0	6.0
126365	4	1.0	1.0	3	4.0	4.0	2.0	7.0
126366	4	1.0	1.0	2	2.0	4.0	2.0	6.0
126367	4	3.0	1.0	1	4.0	4.0	2.0	4.0
126371	4	1.0	3.0	0	2.0	4.0	4.0	4.0
126374	4	1.0	1.0	1	4.0	4.0	2.0	3.0
126379	4	1.0	3.0	0	2.0	4.0	4.0	3.0
126380	4	1.0	1.0	2	4.0	4.0	2.0	7.0
126383	4	3.0	1.0	1	2.0	4.0	4.0	4.0
126384	4	3.0	1.0	1	4.0	4.0	2.0	4.0
126385	4	1.0	1.0	1	4.0	4.0	2.0	4.0
126386	4	1.0	1.0	2	2.0	4.0	4.0	4.0
126387	4	1.0	3.0	0	4.0	4.0	2.0	3.0
126389	4	3.0	3.0	1	4.0	4.0	2.0	4.0
126390	4	3.0	1.0	1	4.0	4.0	2.0	6.0
126391	4	3.0	3.0	0	4.0	4.0	2.0	5.0
126392	4	1.0	1.0	3	4.0	4.0	2.0	7.0
126393	4	3.0	3.0	0	4.0	4.0	2.0	3.0
126394	4	1.0	1.0	1	2.0	4.0	4.0	3.0
126395	4	3.0	3.0	0	2.0	4.0	4.0	4.0
126401	4	3.0	3.0	1	2.0	4.0	4.0	1.0
126403	4	3.0	1.0	1	4.0	4.0	2.0	2.0
126405	4	3.0	3.0	1	4.0	4.0	2.0	2.0
126408	4	1.0	1.0	1	4.0	2.0	4.0	2.0
126412	4	1.0	3.0	0	2.0	4.0	4.0	4.0
126413	4	3.0	3.0	0	4.0	2.0	4.0	3.0
126416	4	1.0	3.0	1	4.0	2.0	4.0	6.0
126420	4	1.0	1.0	2	2.0	4.0	4.0	4.0
126423	4	3.0	3.0	0	2.0	4.0	4.0	5.0
126424	4	3.0	3.0	0	2.0	4.0	4.0	4.0
126425	4	3.0	1.0	1	2.0	4.0	4.0	3.0
126432	4	3.0	3.0	0	2.0	4.0	4.0	3.0
126440	4	3.0	1.0	2	4.0	4.0	2.0	3.0
126441	4	3.0	1.0	1	4.0	4.0	2.0	4.0
126445	4	3.0	1.0	1	2.0	4.0	4.0	3.0
126448	4	1.0	1.0	2	2.0	4.0	4.0	2.0
126450	4	3.0	3.0	0	4.0	4.0	2.0	5.0
126451	4	3.0	1.0	1	2.0	4.0	2.0	5.0
126453	4	1.0	1.0	1	4.0	4.0	2.0	5.0
126454	4	1.0	1.0	1	2.0	4.0	2.0	4.0
126455	4	3.0	1.0	1	2.0	4.0	4.0	3.0
126457	4	1.0	1.0	1	4.0	4.0	2.0	6.0
126459	4	3.0	3.0	0	2.0	4.0	4.0	2.0
126460	4	1.0	1.0	1	2.0	4.0	4.0	3.0
126461	4	3.0	1.0	1	2.0	4.0	2.0	3.0
126468	4	3.0	3.0	1	2.0	4.0	4.0	1.0
126470	4	1.0	1.0	1	2.0	4.0	4.0	3.0
126471	4	3.0	3.0	0	2.0	4.0	4.0	3.0
126472	4	3.0	3.0	0	2.0	4.0	4.0	3.0
126474	4	3.0	1.0	1	2.0	4.0	4.0	3.0
126476	4	3.0	3.0	0	2.0	4.0	4.0	4.0
126482	4	3.0	1.0	1	2.0	4.0	4.0	5.0
126484	4	3.0	3.0	0	2.0	4.0	4.0	3.0
126485	4	3.0	3.0	1	2.0	4.0	2.0	4.0
126486	4	1.0	3.0	1	4.0	4.0	2.0	4.0
126487	4	3.0	1.0	1	2.0	4.0	4.0	4.0
126490	4	1.0	1.0	1	2.0	4.0	2.0	4.0
126491	4	1.0	1.0	1	2.0	4.0	4.0	3.0
126492	4	3.0	1.0	2	4.0	4.0	2.0	7.0
126493	4	1.0	1.0	3	4.0	4.0	2.0	7.0
126494	4	1.0	1.0	1	4.0	4.0	2.0	99.0
126497	4	3.0	1.0	2	4.0	4.0	2.0	5.0
126499	4	3.0	1.0	3	2.0	4.0	2.0	4.0
126500	4	3.0	1.0	1	2.0	4.0	2.0	4.0
126502	4	3.0	1.0	2	4.0	4.0	2.0	4.0
126503	4	1.0	1.0	1	4.0	4.0	2.0	4.0
126504	4	3.0	3.0	0	2.0	4.0	4.0	2.0
126505	4	1.0	1.0	2	2.0	4.0	4.0	4.0
126506	4	1.0	3.0	2	4.0	4.0	2.0	4.0
126507	4	3.0	1.0	1	2.0	4.0	4.0	4.0
126510	4	1.0	1.0	1	4.0	4.0	2.0	3.0
126511	4	3.0	3.0	1	2.0	4.0	4.0	3.0
126512	4	1.0	1.0	1	4.0	4.0	2.0	4.0
126514	4	3.0	3.0	0	2.0	4.0	4.0	3.0
126515	4	3.0	1.0	1	2.0	4.0	4.0	4.0
126516	4	1.0	3.0	0	2.0	4.0	4.0	4.0
126517	4	3.0	1.0	1	2.0	4.0	4.0	2.0
126518	4	3.0	1.0	1	2.0	4.0	4.0	4.0
126520	4	1.0	1.0	3	2.0	4.0	2.0	7.0
126521	4	3.0	3.0	0	2.0	4.0	4.0	4.0
126523	4	1.0	1.0	1	2.0	4.0	4.0	4.0
126524	4	3.0	1.0	1	2.0	4.0	2.0	4.0
126525	4	1.0	1.0	1	4.0	4.0	2.0	5.0
126526	4	1.0	1.0	1	4.0	4.0	2.0	3.0
126527	4	1.0	1.0	3	4.0	4.0	2.0	3.0
126529	4	3.0	1.0	1	2.0	4.0	4.0	4.0
126530	4	3.0	1.0	1	2.0	4.0	4.0	3.0
126531	4	3.0	1.0	1	2.0	4.0	2.0	4.0
126532	4	1.0	3.0	0	2.0	4.0	4.0	4.0
126535	4	3.0	3.0	0	2.0	4.0	4.0	2.0
126536	4	1.0	1.0	0	4.0	4.0	2.0	4.0
126538	4	3.0	3.0	0	2.0	4.0	4.0	3.0
126540	4	1.0	1.0	2	4.0	4.0	2.0	6.0
126543	4	3.0	1.0	1	2.0	4.0	2.0	4.0
126544	4	1.0	1.0	2	4.0	4.0	2.0	6.0
126545	4	1.0	1.0	1	4.0	4.0	2.0	5.0
126546	4	1.0	1.0	1	2.0	4.0	2.0	5.0
126547	4	3.0	3.0	0	4.0	4.0	2.0	3.0
126548	4	3.0	3.0	0	2.0	4.0	2.0	4.0
126550	4	3.0	1.0	1	2.0	4.0	4.0	4.0
126553	4	1.0	1.0	2	2.0	4.0	2.0	4.0
126554	4	3.0	3.0	0	2.0	4.0	4.0	4.0
